Address,BBL,BIN,BoroCD,Borough,CT2010,CouncilDistrict,Items_Accepted,Latitude,Longitude,NTAName,Nonprofit_Organization,Number,ObjectId,Operations_Type,Public_Email,Public_Phone,Street,Unit,Vendor_Name,Website,point,zipcode,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
10 Columbus Cir,1010497000,1026318,104,Manhattan,145,3,Used Athletic Shoes collected on behalf of MORE Foundation.,40.76896,-73.98277,Lincoln Square,TRUE,10,108,Retail Store Takeback Programs,service@jackrabbit.com,1 212-823-9626,Columbus Cir,,JackRabbit,https://www.jackrabbit.com/info/shoe-donation-program,POINT (-73.9827709 40.7689589),10019,12420,12,4,10,10
248-27 Union Tkpe,4084960000,4173780,413,Queens,157101,23,"Clothing, Shoes",40.74277,-73.72176,Bellerose,FALSE,248-27,469,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Union Tkpe,,Usagain LLC,http://www.usagain.com/,POINT (-73.721766 40.742771999999995),11426,24335,63,3,16,63
6423 Ft Hamilton Pkwy,3057430000,3141927,310,Brooklyn,212,38,"Clothing, Shoes, Coats, Towels",40.63053,-74.00842,Dyker Heights,TRUE,6423,843,Publicly Accessible Donation Bins,N/A,866-931-0232,Ft Hamilton Pkwy,,Carecycle Inc,carecyclecares.com/,POINT (-74.00842 40.63053300000001),11219,17621,10,2,7,41
94-03 Corona Ave,4016040000,4040134,404,Queens,461,25,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.7425,-73.86975,Elmhurst,FALSE,Mar-94,713,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Corona Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.869753 40.742504000000004),11373,14784,66,3,5,68
1387 Boston Rd,2029370000,2009817,203,Bronx,151,16,"Clothing, Shoes",40.83334,-73.89745,Morrisania-Melrose,FALSE,1387,522,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Boston Rd,,Usagain LLC,http://www.usagain.com/,POINT (-73.897448 40.83334399999999),10456,10934,34,5,42,25
195-05 69 Ave,4071170000,4439390,408,Queens,1347,23,"Clothing, Shoes, Coats, Accessories, Bedding, Towels, Other",40.73758,-73.77806,Fresh Meadows-Utopia,FALSE,195-05,88,Publicly Accessible Donation Bins,info@recyclingtech.com,(888) 243-3273,69 Ave,,American Recycling Technologies Inc.,http://www.americanrecyclingtech.com/,POINT (-73.77805800000002 40.737581),11365,14507,25,3,16,65
487 Hudson St,1006050000,1067305,102,Manhattan,69,3,"Clothing, Shoes, Accessories",40.73259,-74.00671,West Village,TRUE,487,219,Nonprofit Organizations/Thrift Stores,thriftshop487@yahoo.com,212-924-9364,Hudson St,,St. Luke's Thrift Shop,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=56&BId=101,POINT (-74.006704 40.73258599999999),10014,12077,57,4,10,3
200 Mcclean Ave,5031120000,5045757,502,Staten Island,74,50,"Clothing, Shoes, Coats",40.59706,-74.06863,Grasmere-Arrochar-Ft. Wadsworth,FALSE,200,254,Publicly Accessible Donation Bins,N/A,631-225-5246,Mcclean Ave,,H&M Leasing Corp,https://www.handmleasing.org/,POINT (-74.068629 40.597055999999995),10305,10692,30,1,14,76
3601 Waldo Ave,2057700000,2083961,208,Bronx,295,11,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.88594,-73.90577,Spuyten Duyvil-Kingsbridge,FALSE,3601,1049,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Waldo Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.905767 40.885935999999994),10463,11272,48,5,40,33
61-04 Fresh Pond Rd,4027470000,4061365,405,Queens,603,30,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.71435,-73.90135,Middle Village,FALSE,Apr-61,893,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Fresh Pond Rd,,Helpsy,https://www.helpsy.co/,POINT (-73.901351 40.714346),11379,15309,54,3,34,62
1890 Flatbush Ave,3078100000,3216998,318,Brooklyn,738,45,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.62351,-73.93814,Flatlands,FALSE,1890,970,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Flatbush Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.93814100000002 40.623507999999994),11210,17217,5,2,26,38
3360 Atlantic Ave,3041620000,3093271,305,Brooklyn,1178,37,"Clothing, Shoes, Accessories",40.68117,-73.87224,Cypress Hills-City Line,FALSE,3360,644,Publicly Accessible Donation Bins,�support@communityrecycling.biz,800-336-0141,Atlantic Ave,,Community Recycling LLC,https://www.communityrecycling.biz/,POINT (-73.872239 40.68117000000001),11208,17215,45,2,37,47
63-51 Metropolitan Ave,4027710000,4062038,405,Queens,603,30,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.71291,-73.89743,Middle Village,FALSE,63-51,921,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Metropolitan Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.897429 40.712906000000004),11379,15309,54,3,34,62
2582 3 Ave,2023140000,2000702,201,Bronx,39,8,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Rugs",40.81151,-73.92581,Mott Haven-Port Morris,TRUE,2582,788,Nonprofit Organizations/Thrift Stores,Donations@salvationarmyusa.org,800-728-7825,3 Ave,,The Salvation Army Of Greater New York,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=11&BId=27,POINT (-73.92581 40.811511),10454,10932,49,5,35,23
8923 5 Ave,3060670000,3154224,310,Brooklyn,160,43,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.61912,-74.02778,Bay Ridge,FALSE,8923,942,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,5 Ave,,Helpsy,https://www.helpsy.co/,POINT (-74.02778 40.619116000000005),11209,17216,10,2,44,41
1982 Utica Ave,3078470000,3218569,318,Brooklyn,672,46,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.62329,-73.9277,Flatlands,FALSE,1982,1008,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Utica Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.92769800000002 40.62329),11234,13825,5,2,8,38
537 Conduit Blvd,3042000000,3094322,305,Brooklyn,1190,37,"Clothing, Shoes, Accessories",40.67759,-73.86936,Cypress Hills-City Line,FALSE,537,650,Publicly Accessible Donation Bins,�support@communityrecycling.biz,800-336-0141,Conduit Blvd,,Community Recycling LLC,https://www.communityrecycling.biz/,POINT (-73.869361 40.67758899999999),11208,17215,45,2,37,47
2190 Adam Clayton Powell Jr Blvd,1019330000,1058686,110,Manhattan,224,9,"Clothing, Shoes, Coats",40.81194,-73.94661,Central Harlem North-Polo Grounds,TRUE,2190,172,Nonprofit Organizations/Thrift Stores,info@salem-harlem.org,212-678-2700,Adam Clayton Powell Jr Blvd,,Salem United Methodist Church,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=555&BId=525,POINT (-73.94661 40.811944),10027,12424,18,4,36,20
1039 Madison Ave,1014910000,1046466,108,Manhattan,142,4,Contact store for details,40.77651,-73.96168,Upper East Side-Carnegie Hill,FALSE,1039,216,Retail Store Takeback Programs,�onlinesupport@eileenfisher.com,212-879-7799,Madison Ave,,Eileen Fisher,https://www.eileenfisher.com/renew,POINT (-73.961675 40.77651099999999),10075,10092,23,4,51,11
165-01 Hillside Ave,4098370000,4438689,408,Queens,454,24,"Clothing, Shoes, Coats, Accessories, Bedding, Towels, Other",40.70949,-73.79748,Briarwood-Jamaica Hills,FALSE,165-01,91,Publicly Accessible Donation Bins,info@recyclingtech.com,(888) 243-3273,Hillside Ave,,American Recycling Technologies Inc.,http://www.americanrecyclingtech.com/,POINT (-73.797476 40.70948800000001),11432,24340,25,3,24,65
37 Greenpoint Ave,3025570000,3064672,301,Brooklyn,565,33,"Clothing, Shoes, Coats, Accessories",40.72986,-73.95914,Greenpoint,FALSE,37,337,Organizations/Thrift Stores,monkvintage@aol.com,718-384-6665,Greenpoint Ave,,Monk Vintage,https://www.instagram.com/monkvintage/?hl=en,POINT (-73.9591426 40.7298575),11222,18182,36,2,38,57
35-15 Greenpoint Ave,4002350000,4003368,402,Queens,199,26,"Clothing, Shoes",40.73753,-73.93059,Hunters Point-Sunnyside-West Maspeth,FALSE,35-15,439,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Greenpoint Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.930585 40.737534),11101,16858,53,3,33,66
1566 Bedford Ave,3012730000,3033132,309,Brooklyn,325,35,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.66909,-73.95598,Crown Heights South,FALSE,1566,953,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Bedford Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.955981 40.669093999999994),11225,13509,17,2,48,44
337 5 Ave,3009820000,3021058,306,Brooklyn,135,39,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.67218,-73.98352,Park Slope-Gowanus,TRUE,337,1065,Textile Recycling at Farmers' Markets,info@greentreetextiles.org,908-245-9300,5 Ave,,Green Tree Textiles at Park Slope's Down to Earth Farmer's Market,http://www.greentreetextiles.org/farmersmarkets/,POINT (-73.983519 40.672184),11215,17617,14,2,27,50
1834 3 Ave,1016290000,1051849,111,Manhattan,166,8,"Clothing, Shoes, Coats, Accessories, Beddings And Linens, Towels, Rugs",40.78871,-73.94707,East Harlem South,TRUE,1834,1114,Nonprofit Organizations/Thrift Stores,N/A,917-650-2296,3 Ave,,St. Cecilia�s Thrift Store,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3882&BId=3880,POINT (-73.947072 40.788706),10029,12426,7,4,35,14
86-02 Northern Blvd,4014340000,4035313,403,Queens,279,25,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.75577,-73.88132,Jackson Heights,FALSE,Feb-86,924,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Northern Blvd,,Helpsy,https://www.helpsy.co/,POINT (-73.881314 40.755767),11372,14783,65,3,5,73
375 Manor Rd,5003390000,5009228,501,Staten Island,147,50,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.61848,-74.12324,Westerleigh,FALSE,375,680,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Manor Rd,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-74.123239 40.61848199999999),10314,10700,4,1,14,74
1309 Boston Rd,2029340000,2009747,203,Bronx,151,16,"Clothing, Shoes",40.83149,-73.90005,Morrisania-Melrose,FALSE,1309,521,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Boston Rd,,Usagain LLC,http://www.usagain.com/,POINT (-73.90005 40.83149399999999),10456,10934,34,5,42,25
2932 Pitkin Ave,3042420000,3095239,305,Brooklyn,1202,37,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.67625,-73.86367,Cypress Hills-City Line,FALSE,2932,999,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Pitkin Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.863669 40.676253),11208,17215,45,2,37,47
975 Nostrand Ave,3013090000,3034540,309,Brooklyn,319,35,"Clothing, Shoes, Accessories",40.6648,-73.9504,Crown Heights South,FALSE,975,660,Publicly Accessible Donation Bins,�support@communityrecycling.biz,800-336-0141,Nostrand Ave,,Community Recycling LLC,https://www.communityrecycling.biz/,POINT (-73.950402 40.664803),11225,13509,17,2,48,44
326 E 110 St,1016810000,1052845,111,Manhattan,180,8,Bedding And Linens,40.79246,-73.93942,East Harlem North,TRUE,326,115,Nonprofit Organizations/Thrift Stores,info@nycacc.org,1-212-788-4000,E 110 St,,Animal Care Centers of NYC,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3450&BId=3422,POINT (-73.939426 40.79245699999999),10029,12426,7,4,35,14
4514 Greenpoint Ave,4001650000,4001963,402,Queens,183,26,"Clothing, Shoes, Coats, Accessories",40.74187,-73.91936,Hunters Point-Sunnyside-West Maspeth,FALSE,4514,400,Organizations/Thrift Stores,N/A,718-786-7780,Greenpoint Ave,,Sunnyside Thrift Shop,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=784&BId=728,POINT (-73.919365 40.741873999999996),11104,14787,53,3,33,66
8412 Flatlands Ave,3080210000,3225078,318,Brooklyn,956,46,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.63743,-73.90978,Canarsie,FALSE,8412,975,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Flatlands Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.909785 40.637427999999986),11236,13827,5,2,8,42
2441 Boston Rd,2044300000,2051309,211,Bronx,330,15,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Rugs",40.86218,-73.86717,Bronxdale,TRUE,2441,789,Nonprofit Organizations/Thrift Stores,Donations@salvationarmyusa.org,800-728-7825,Boston Rd,,The Salvation Army Of Greater New York,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=11&BId=25,POINT (-73.86717500000002 40.862181),10467,11605,59,5,22,32
39 Bond St,1005290000,1084924,102,Manhattan,5502,1,"Gently worn clothing and household linens of all kinds, including shoes, belts, and bags. Contact the store for more details.",40.72603,-73.99333,West Village,FALSE,39,815,Retail Store Takeback Programs,love@thereformation.com,855-756-0562,Bond St,,Reformation,https://www.thereformation.com/,POINT (-73.9933331 40.72602789999999),10012,12075,57,4,32,5
319 New Dorp,5036430000,5052749,502,Staten Island,122,50,"Clothing, Shoes, Accessories",40.57171,-74.11163,New Dorp-Midland Beach,FALSE,319,634,Publicly Accessible Donation Bins,�support@communityrecycling.biz,800-336-0141,New Dorp,,Community Recycling LLC,https://www.communityrecycling.biz/,POINT (-74.111631 40.57170699999999),10306,10693,30,1,14,76
235 E 233 St,2033740000,2019006,212,Bronx,44902,11,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.89655,-73.86924,Woodlawn-Wakefield,FALSE,235,1034,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,E 233 St,,Helpsy,https://www.helpsy.co/,POINT (-73.869243 40.896545999999994),10470,11608,29,5,40,30
133-12 Liberty Ave,4095870000,4204901,410,Queens,15801,28,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.69095,-73.8129,South Ozone Park,FALSE,133-12,718,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Liberty Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.812893 40.69095300000001),11419,24015,62,3,46,64
4332 White Plains Rd,2050430000,2069783,212,Bronx,434,11,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.89622,-73.85542,Woodlawn-Wakefield,FALSE,4332,1060,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,White Plains Rd,,Helpsy,https://www.helpsy.co/,POINT (-73.855414 40.89622099999999),10466,11275,29,5,40,30
333 Seneca Ave,4034230000,4081692,405,Queens,539,34,"Clothing, Shoes, Coats",40.70765,-73.91542,Ridgewood,FALSE,333,274,Publicly Accessible Donation Bins,N/A,631-225-5246,Seneca Ave,,H&M Leasing Corp,https://www.handmleasing.org/,POINT (-73.915418 40.707651999999996),11385,15310,54,3,30,62
202 Beach 30 St,4158050000,4301596,414,Queens,99802,31,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.59497,-73.76255,Far Rockaway-Bayswater,FALSE,202,872,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Beach 30 St,,Helpsy,https://www.helpsy.co/,POINT (-73.76255 40.59496600000001),11691,20529,51,3,47,59
1540 Unionport Rd,2039437000,2096719,209,Bronx,21002,18,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.83712,-73.8572,Parkchester,FALSE,1540,777,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Unionport Rd,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.857197 40.83712200000001),10462,11271,58,5,31,26
175-35 Hillside Ave,4098350000,4592163,408,Queens,466,24,"Clothing, Shoes",40.71227,-73.78672,Jamaica Estates-Holliswood,FALSE,175-35,446,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Hillside Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.786717 40.712274),11432,24340,25,3,24,65
175-04 Horace Harding Expy,4068910000,4148800,408,Queens,1341,24,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.7383,-73.79395,Fresh Meadows-Utopia,FALSE,175-04,905,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Horace Harding Expy,,Helpsy,https://www.helpsy.co/,POINT (-73.793949 40.738305),11365,14507,25,3,24,65
4643 3 Ave,2030400000,2011403,206,Bronx,385,15,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.85699,-73.89137,Claremont-Bathgate,FALSE,4643,1015,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,3 Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.891366 40.85699199999999),10458,10936,35,5,22,31
130 Crosby St,1005110000,1007944,102,Manhattan,43,1,"Clothing, Shoes, Coats, Accessories",40.72471,-73.99639,SoHo-TriBeCa-Civic Center-Little Italy,TRUE,130,236,Nonprofit Organizations/Thrift Stores,info@housingworks.org,347-473-7400,Crosby St,,Housing Works,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=66&BId=120,POINT (-73.996391 40.724709),10012,12075,57,4,32,2
840 E 233 St,2048570000,2064240,212,Bronx,422,12,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.89165,-73.85264,Williamsbridge-Olinville,FALSE,840,615,Publicly Accessible Donation Bins,Info@MyCountyRecycling.org,800-261-7099,E 233 St,,County Recycling LLC,www.mycountyrecycling.org/contact,POINT (-73.852635 40.891647),10466,11275,29,5,2,30
1153 Forest Ave,5002380000,5006460,501,Staten Island,141,49,"Clothing, Shoes",40.6268,-74.12847,West New Brighton-New Brighton-St. George,FALSE,1153,405,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Forest Ave,,Usagain LLC,http://www.usagain.com/,POINT (-74.128469 40.626800999999986),10310,10697,4,1,13,74
6501 New Utreacht Ave,3057550000,3142358,311,Brooklyn,250,38,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.62318,-73.99754,Bensonhurst West,FALSE,6501,996,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,New Utreacht Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.997534 40.623180999999995),11219,17621,1,2,7,37
340 Convent Ave,1020590000,1061312,109,Manhattan,227,7,"Clothing, Shoes, Coats",40.8243,-73.94696,Hamilton Heights,TRUE,340,151,Nonprofit Organizations/Thrift Stores,churchadmin@greatertabernaclebc.org,212-368-4754,Convent Ave,,Greater Tabernacle Baptist Church,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3338&BId=3301,POINT (-73.946958 40.82429499999999),10031,12428,37,4,23,19
426 Columbus Ave,1012110000,1031977,107,Manhattan,165,6,Contact store for details,40.78305,-73.97508,Upper West Side,FALSE,426,1113,Retail Store Takeback Programs,N/A,917-441-0011,Columbus Ave,,Patagonia,https://www.patagonia.com/recycling.html,POINT (-73.975083 40.78304599999999),10024,12421,20,4,19,12
230 W 230 St,2057020000,2101764,208,Bronx,289,11,"Clothing, Shoes",40.87894,-73.90953,Spuyten Duyvil-Kingsbridge,FALSE,230,568,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,W 230 St,,Usagain LLC,http://www.usagain.com/,POINT (-73.909531 40.878941000000005),10463,11272,48,5,40,33
632 Grand Ave,3011540000,3396281,308,Brooklyn,205,35,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.67679,-73.96321,Prospect Heights,FALSE,632,982,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Grand Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.963213 40.676787999999995),11238,13829,16,2,48,49
111-54 Merrick Blvd,4102080000,4217363,412,Queens,266,27,"Clothing, Shoes, Coats",40.69348,-73.78056,South Jamaica,TRUE,111-54,300,Nonprofit Organizations/Thrift Stores,N/A,718-206-4600,Merrick Blvd,,Allen Outreach Ministry Feeding Program,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=273&BId=314,POINT (-73.780558 40.693478),11433,24668,41,3,6,71
730-732 9 Ave,1010407000,1077841,104,Manhattan,127,3,"Clothing, Shoes, Coats, Accessories",40.7631,-73.98895,Clinton,TRUE,730-732,233,Nonprofit Organizations/Thrift Stores,info@housingworks.org,347-473-7400,9 Ave,,Housing Works,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=66&BId=122,POINT (-73.988948 40.763104999999996),10019,12081,12,4,10,10
